t_ms,ax_g,ay_g,az_g,label
5412,0.082228,-0.074969,0.369477,UPDOWN
5430,0.08174,-0.104676,0.27328,UPDOWN
5447,0.069296,-0.138897,0.243268,UPDOWN
5465,0.051728,-0.14152,0.248209,UPDOWN
5481,0.045811,-0.13664,0.274683,UPDOWN
5499,0.027267,-0.119743,0.316651,UPDOWN
5516,0.02806,-0.081984,0.411384,UPDOWN
5534,0.054229,-0.026901,0.575657,UPDOWN
5552,0.060695,-0.019581,0.816363,UPDOWN
5570,0.027328,-0.045628,1.026264,UPDOWN
5588,0.068076,-0.066307,1.227137,UPDOWN
5603,0.061915,-0.001281,1.3969,UPDOWN
5621,0.106323,0.067344,1.627785,UPDOWN
5639,0.136457,0.070272,1.867088,UPDOWN
5656,0.135908,0.058316,1.979328,UPDOWN
5674,0.133163,0.069601,1.934127,UPDOWN
5692,0.118828,0.074908,1.850984,UPDOWN
5710,0.08296,0.05368,1.757837,UPDOWN
5727,0.070272,0.0427,1.630957,UPDOWN
5745,0.04392,0.034099,1.445212,UPDOWN
5761,0.024644,0.022143,1.24928,UPDOWN
5778,0.016531,0.025376,1.059448,UPDOWN
5796,0.032391,0.020252,0.898408,UPDOWN
5814,0.046299,0.005795,0.744993,UPDOWN
5831,0.033916,-0.010675,0.584685,UPDOWN
5849,0.050996,-0.034892,0.475861,UPDOWN
5867,0.07442,-0.04758,0.373564,UPDOWN
5885,0.079117,-0.052704,0.284809,UPDOWN
5902,0.071553,-0.057767,0.23424,UPDOWN
5918,0.037393,-0.0549,0.205753,UPDOWN
5936,0.049959,-0.043249,0.236863,UPDOWN
5954,0.057523,-0.044835,0.2989,UPDOWN
5971,0.039772,-0.056425,0.385764,UPDOWN
5989,0.032208,-0.047885,0.504592,UPDOWN
6007,0.03172,-0.04636,0.621529,UPDOWN
6023,0.03294,-0.023729,0.786656,UPDOWN
6041,0.054229,-0.032269,1.02968,UPDOWN
6058,0.101992,-0.043371,1.271728,UPDOWN
6076,0.098271,-0.047275,1.401597,UPDOWN
6094,0.099796,0.00488,1.525976,UPDOWN
6112,0.142252,0.033916,1.718492,UPDOWN
6129,0.207339,0.070516,1.922171,UPDOWN
6147,0.225456,0.071736,1.998604,UPDOWN
6165,0.224053,0.077043,1.998604,UPDOWN
6180,0.1891,0.090463,1.870443,UPDOWN
6198,0.162504,0.091012,1.68238,UPDOWN
6216,0.145668,0.072773,1.482605,UPDOWN
6233,0.129747,0.063928,1.298507,UPDOWN
6251,0.1159,0.05612,1.139541,UPDOWN
6269,0.094672,0.050935,0.982283,UPDOWN
6286,0.079361,0.046543,0.805932,UPDOWN
6304,0.088328,0.028365,0.633119,UPDOWN
6322,0.06954,-0.009699,0.472933,UPDOWN
6338,0.053436,-0.050569,0.352641,UPDOWN
6355,0.050203,-0.070028,0.26596,UPDOWN
6373,0.047824,-0.075884,0.204411,UPDOWN
6391,0.046116,-0.081252,0.157929,UPDOWN
6409,0.031415,-0.086864,0.168116,UPDOWN
6426,0.033184,-0.06344,0.211975,UPDOWN
6444,0.017873,-0.04514,0.280295,UPDOWN
6460,0.028548,-0.043981,0.408273,UPDOWN
6478,0.033184,-0.033489,0.537288,UPDOWN
6496,0.038735,-0.023729,0.697779,UPDOWN
6513,0.040565,-0.04148,0.953796,UPDOWN
6531,0.054107,-0.050752,1.218231,UPDOWN
6549,0.111996,-0.033184,1.445212,UPDOWN
6567,0.154696,-0.003233,1.630652,UPDOWN
6582,0.135176,0.045079,1.749297,UPDOWN
6600,0.177144,-0.022204,1.919853,UPDOWN
6618,0.136579,0.011407,1.983049,UPDOWN
6636,0.132553,0.037576,1.948096,UPDOWN
6653,0.11834,0.020679,1.840736,UPDOWN
6671,0.109251,0.003233,1.672376,UPDOWN
6689,0.097356,-0.005124,1.481995,UPDOWN
6706,0.08174,-0.007564,1.294969,UPDOWN
6722,0.063684,-0.011529,1.142408,UPDOWN
6740,0.058133,-0.00854,1.029192,UPDOWN
6758,0.051423,-0.007076,0.900604,UPDOWN
6775,0.055693,-0.0305,0.736392,UPDOWN
6793,0.066856,-0.059719,0.556076,UPDOWN
6811,0.077592,-0.081496,0.417789,UPDOWN
6829,0.088084,-0.098088,0.325252,UPDOWN
6844,0.094367,-0.092049,0.284748,UPDOWN
6862,0.072163,-0.081252,0.263276,UPDOWN
6880,0.034892,-0.055876,0.261568,UPDOWN
6898,0.020252,-0.041175,0.282308,UPDOWN
6916,0.038308,-0.036356,0.319396,UPDOWN
6933,0.037271,-0.032513,0.385215,UPDOWN
6951,0.034465,-0.039284,0.461404,UPDOWN
6967,0.008296,-0.066368,0.587613,UPDOWN
6985,-0.030805,-0.139324,0.809897,UPDOWN
7003,-0.026108,-0.160552,1.043771,UPDOWN
7020,0.060756,-0.085888,1.277096,UPDOWN
7038,0.198189,-0.01708,1.580632,UPDOWN
7056,0.235216,0.020923,1.767536,UPDOWN
7074,0.199287,0.028609,1.933944,UPDOWN
7089,0.167628,0.053009,1.998604,UPDOWN
7107,0.164883,0.052887,1.998604,UPDOWN
7125,0.152012,0.069296,1.921744,UPDOWN
7142,0.134688,0.061305,1.724104,UPDOWN
