t_ms,ax_g,ay_g,az_g,label
3593,-0.358375,-0.022265,0.994239,CW
3610,-0.364475,0.02928,1.036939,CW
3628,-0.432612,0.103212,0.98698,CW
3645,-0.441152,0.139385,0.865407,CW
3662,-0.380396,0.163724,0.762988,CW
3682,-0.266936,0.214171,0.79544,CW
3699,-0.147559,0.279136,0.968253,CW
3717,-0.009516,0.316224,1.109224,CW
3734,0.0976,0.359412,1.147959,CW
3751,0.145424,0.361669,1.081896,CW
3769,0.190259,0.354837,1.00284,CW
3786,0.282735,0.32696,1.005585,CW
3803,0.366244,0.260592,1.040843,CW
3821,0.402356,0.209352,1.026935,CW
3838,0.45628,0.104188,0.978379,CW
3855,0.540948,-0.024095,0.938668,CW
3873,0.595299,-0.15738,0.950807,CW
3890,0.552416,-0.272304,0.972523,CW
3907,0.428708,-0.304573,0.998448,CW
3925,0.332084,-0.338001,1.034499,CW
3942,0.24888,-0.345687,1.0309,CW
3960,0.119072,-0.321104,1.043344,CW
3977,-0.10004,-0.256139,1.051335,CW
3995,-0.345016,-0.177937,1.032059,CW
4012,-0.523319,-0.100528,0.954284,CW
4030,-0.574376,-0.066368,0.901824,CW
4047,-0.514413,-0.044164,0.888709,CW
4065,-0.418521,-0.023912,0.859612,CW
4082,-0.379176,0.030988,0.884561,CW
4099,-0.364475,0.100223,0.936899,CW
4117,-0.34526,0.169885,0.911096,CW
4136,-0.261568,0.234179,0.873276,CW
4154,-0.146644,0.288957,0.94306,CW
4171,-0.038613,0.340929,1.006012,CW
4189,0.076799,0.365329,1.063108,CW
4206,0.212524,0.367525,1.097451,CW
4223,0.329888,0.370819,1.102636,CW
4240,0.420473,0.352336,1.099952,CW
4258,0.481412,0.296155,1.084336,CW
4275,0.532408,0.243268,0.987773,CW
4292,0.609512,0.107299,1.015833,CW
4310,0.673196,-0.007747,1.055849,CW
4327,0.704916,-0.14518,1.032852,CW
4345,0.640927,-0.226249,0.996069,CW
4362,0.463783,-0.256505,1.008147,CW
4379,0.285175,-0.275049,1.003023,CW
4397,0.135603,-0.260104,1.015528,CW
4414,-0.022448,-0.221552,1.090985,CW
4432,-0.216672,-0.165432,1.120875,CW
4449,-0.361669,-0.122488,1.053531,CW
4467,-0.426756,-0.081679,0.963983,CW
4484,-0.413275,-0.061427,0.930128,CW
4502,-0.331657,-0.043188,0.984052,CW
4519,-0.296887,0.017324,1.003572,CW
4537,-0.364841,0.072956,0.984845,CW
4554,-0.435723,0.129747,0.915488,CW
4571,-0.450607,0.174033,0.815143,CW
4591,-0.39772,0.201056,0.751032,CW
4608,-0.268705,0.226432,0.821365,CW
4626,-0.119865,0.270108,0.924943,CW
4643,0.025559,0.273219,0.990152,CW
4660,0.115961,0.305305,0.995764,CW
4678,0.186233,0.306159,0.992043,CW
4695,0.266936,0.288225,1.029985,CW
4712,0.328668,0.26962,1.037244,CW
4730,0.394609,0.232837,1.065975,CW
4747,0.503067,0.164456,1.108248,CW
4764,0.589992,0.087108,1.122156,CW
4782,0.643123,-0.012749,1.156072,CW
4799,0.635681,-0.106811,1.136796,CW
4816,0.557235,-0.155428,1.09922,CW
4834,0.425292,-0.1708,1.100928,CW
4851,0.294264,-0.181292,1.101416,CW
4869,0.170312,-0.185196,1.068232,CW
4888,0.049288,-0.170617,1.039196,CW
4905,-0.093513,-0.136396,1.045845,CW
4923,-0.244976,-0.090768,1.011319,CW
4940,-0.341356,-0.064111,0.936472,CW
4958,-0.336781,-0.066612,0.912865,CW
