t_ms,ax_g,ay_g,az_g,label
6659,0.014579,0.020923,0.998448,idle
6677,0.014457,0.021472,0.99918,idle
6694,0.014884,0.020984,1.000644,idle
6712,0.014945,0.020801,0.998204,idle
6729,0.014701,0.020435,0.998875,idle
6747,0.014884,0.021411,0.999485,idle
6764,0.01464,0.021472,0.99918,idle
6782,0.014457,0.021045,0.999668,idle
6799,0.015372,0.021045,0.998204,idle
6817,0.015311,0.020435,0.998692,idle
6834,0.015128,0.020801,0.999912,idle
6852,0.014823,0.02074,0.99918,idle
6869,0.014701,0.021045,0.998875,idle
6887,0.014579,0.021045,0.999729,idle
6904,0.014823,0.021472,0.998753,idle
6922,0.015128,0.021045,0.999668,idle
6939,0.014823,0.020496,0.99918,idle
6957,0.01586,0.020679,0.999119,idle
6974,0.015067,0.02074,0.999424,idle
6992,0.01464,0.021228,0.998753,idle
7009,0.01464,0.021167,0.999424,idle
7027,0.014457,0.021045,0.99918,idle
7044,0.015067,0.020557,0.999424,idle
7062,0.015128,0.020984,0.999363,idle
7079,0.014701,0.02074,0.999424,idle
7097,0.014457,0.020923,0.998753,idle
7114,0.015067,0.021777,0.998936,idle
7132,0.014945,0.021472,0.99918,idle
7149,0.014823,0.021289,1.000095,idle
7167,0.015067,0.020984,0.999668,idle
7184,0.015128,0.020313,0.998387,idle
7202,0.014884,0.020923,0.998753,idle
7219,0.014884,0.021411,0.999363,idle
7237,0.014396,0.021228,0.999668,idle
7254,0.014884,0.021228,0.998997,idle
7272,0.014884,0.020923,0.999424,idle
7289,0.015128,0.020801,0.998631,idle
7307,0.014945,0.020252,0.999241,idle
7324,0.015067,0.02074,0.999851,idle
7342,0.015067,0.021045,0.998753,idle
7359,0.014823,0.021045,0.998631,idle
7377,0.014701,0.021289,0.998387,idle
7394,0.014823,0.021228,0.99918,idle
7412,0.015128,0.02074,0.999485,idle
7429,0.015372,0.020496,0.999668,idle
7447,0.014884,0.021045,0.999363,idle
7464,0.014945,0.021289,0.998692,idle
7482,0.014396,0.021228,0.999119,idle
7499,0.015067,0.020984,0.998875,idle
7517,0.015372,0.021228,0.999424,idle
7534,0.014884,0.020496,0.999485,idle
7552,0.014945,0.020984,0.998448,idle
7569,0.015189,0.020984,0.998509,idle
7587,0.014884,0.021411,0.999363,idle
7604,0.015128,0.021228,0.999607,idle
7622,0.015311,0.021045,0.999607,idle
7639,0.014701,0.021228,0.998936,idle
7657,0.015128,0.021167,0.999424,idle
7674,0.014884,0.02074,0.999424,idle
7692,0.015067,0.020801,0.999241,idle
7709,0.01464,0.021289,0.998631,idle
7727,0.015372,0.021045,0.999424,idle
