t_ms,ax_g,ay_g,az_g,label
7835,0.094916,-0.111264,0.980453,idle
7851,0.084668,-0.111935,0.993507,idle
7868,0.074481,-0.111996,0.996191,idle
7886,0.076372,-0.114192,0.981917,idle
7903,0.086376,-0.112972,0.981307,idle
7921,0.098149,-0.107848,0.993324,idle
7939,0.097539,-0.106811,0.989481,idle
7956,0.087901,-0.109739,0.989664,idle
7974,0.07808,-0.111203,0.991433,idle
7991,0.079239,-0.108824,0.9882,idle
8009,0.0915,-0.105835,0.988444,idle
8026,0.095831,-0.106811,0.986736,idle
8044,0.092232,-0.106201,0.994056,idle
8062,0.083204,-0.110288,0.986736,idle
8079,0.078629,-0.112667,0.988871,idle
8097,0.087108,-0.112545,0.989176,idle
8114,0.091988,-0.110044,0.986675,idle
8132,0.09394,-0.1098,0.987956,idle
8150,0.090524,-0.108885,0.989237,idle
8165,0.083875,-0.109617,0.990701,idle
8183,0.081923,-0.11468,0.98942,idle
8200,0.08296,-0.10614,0.989908,idle
8218,0.088572,-0.108824,0.986553,idle
8236,0.092415,-0.109556,0.991372,idle
8253,0.092415,-0.107604,0.988383,idle
8271,0.086803,-0.110044,0.98698,idle
8288,0.080032,-0.11346,0.988444,idle
8306,0.083021,-0.119255,0.986187,idle
8324,0.086071,-0.114253,0.981429,idle
8341,0.089365,-0.112301,0.985699,idle
8359,0.088755,-0.105896,0.988932,idle
8376,0.095465,-0.110532,0.996496,idle
8394,0.090951,-0.112484,0.991128,idle
8411,0.083204,-0.111264,0.988139,idle
8429,0.079788,-0.110471,0.982832,idle
8447,0.086071,-0.109068,0.988505,idle
8464,0.091317,-0.105713,0.995825,idle
8482,0.09272,-0.110532,0.990457,idle
8497,0.093208,-0.116327,0.981307,idle
8515,0.082228,-0.111996,0.98942,idle
8533,0.07686,-0.10858,0.988749,idle
8550,0.082167,-0.10492,0.984784,idle
8568,0.090768,-0.109373,0.991372,idle
8585,0.095343,-0.112728,0.992653,idle
8603,0.092415,-0.114741,0.989176,idle
8621,0.083753,-0.112301,0.9821,idle
8638,0.079544,-0.11102,0.986797,idle
8656,0.082167,-0.109861,0.98332,idle
8673,0.089487,-0.108397,0.991555,idle
8691,0.096868,-0.109495,0.996252,idle
8709,0.091744,-0.1098,0.991372,idle
8726,0.0915,-0.113277,0.988444,idle
8744,0.084668,-0.110837,0.980392,idle
8761,0.079727,-0.109495,0.992897,idle
8779,0.08052,-0.108824,0.984296,idle
8796,0.088816,-0.111752,0.984296,idle
8812,0.094428,-0.113704,0.993812,idle
8830,0.097539,-0.111752,0.99796,idle
8847,0.089548,-0.109556,0.981551,idle
8865,0.076799,-0.10614,0.984235,idle
8882,0.080032,-0.109251,0.984723,idle
8900,0.089548,-0.111691,0.986309,idle
8918,0.095953,-0.112423,0.991128,idle
8935,0.091683,-0.113216,0.995276,idle
8953,0.088389,-0.111752,0.983991,idle
8970,0.08296,-0.104859,0.990396,idle
8988,0.088267,-0.105103,0.992897,idle
9006,0.091439,-0.109068,0.984113,idle
9023,0.090951,-0.11346,0.986553,idle
9041,0.089121,-0.11468,0.996069,idle
9058,0.088023,-0.110532,0.992775,idle
9076,0.086559,-0.111508,0.985272,idle
9094,0.087047,-0.110776,0.985272,idle
9111,0.090219,-0.110044,0.984357,idle
9127,0.09272,-0.113521,0.985028,idle
9144,0.09028,-0.112972,0.99674,idle
9162,0.08662,-0.108153,1.003511,idle
9179,0.085156,-0.108519,0.979843,idle
9197,0.080764,-0.107543,0.97966,idle
9215,0.083936,-0.110593,0.988261,idle
9232,0.092232,-0.114375,0.987468,idle
9250,0.089853,-0.114375,0.985455,idle
9267,0.083204,-0.110288,0.990457,idle
9285,0.086437,-0.108824,0.994727,idle
9303,0.091561,-0.111813,0.985211,idle
9320,0.093696,-0.111813,0.987468,idle
9338,0.091683,-0.1098,0.995215,idle
9355,0.085461,-0.113216,0.981368,idle
9373,0.076433,-0.110471,0.987773,idle
9391,0.082472,-0.110837,0.996801,idle
9408,0.09272,-0.1098,0.985028,idle
9426,0.097783,-0.109739,0.990823,idle
9443,0.091317,-0.109556,0.983381,idle
9459,0.080276,-0.107604,0.991677,idle
9476,0.077104,-0.109495,0.984357,idle
9494,0.083265,-0.110532,0.992897,idle
9512,0.090585,-0.112545,0.990579,idle
9529,0.094245,-0.112972,0.984235,idle
9547,0.096868,-0.112484,0.983991,idle
9564,0.089304,-0.110044,0.99064,idle
9582,0.08174,-0.108336,1.002413,idle
9600,0.083997,-0.11468,0.985211,idle
9617,0.088023,-0.11224,0.981612,idle
9635,0.08906,-0.111935,0.986004,idle
9652,0.091256,-0.11346,0.983564,idle
9670,0.088023,-0.113216,0.990091,idle
9688,0.086071,-0.112667,0.99796,idle
9705,0.08052,-0.108885,0.988932,idle
9723,0.082045,-0.112728,0.980636,idle
9740,0.092659,-0.120048,0.975024,idle
9758,0.093696,-0.114863,0.990579,idle
9773,0.089548,-0.109617,1.000217,idle
9791,0.085949,-0.113948,0.991189,idle
9809,0.082777,-0.112728,0.982527,idle
9826,0.082472,-0.111203,0.98088,idle
9844,0.091256,-0.109312,0.990152,idle
9861,0.096624,-0.10858,0.992104,idle
9879,0.095404,-0.109495,1.002779,idle
9897,0.08906,-0.113704,0.983076,idle
9914,0.079239,-0.114985,0.984113,idle
9932,0.081557,-0.113887,0.987712,idle
9949,0.083936,-0.108824,0.983137,idle
9967,0.0854,-0.10736,0.985211,idle
9985,0.090463,-0.111691,0.994056,idle
10002,0.094733,-0.114436,0.995459,idle
10020,0.090585,-0.116815,0.980331,idle
10038,0.083204,-0.114436,0.98088,idle
10053,0.087535,-0.11102,0.99186,idle
10071,0.091439,-0.109617,0.990213,idle
10089,0.092659,-0.11346,0.994056,idle
10106,0.086559,-0.112972,0.982771,idle
10124,0.083021,-0.114192,0.982344,idle
10142,0.087596,-0.111813,0.989176,idle
10159,0.092415,-0.103639,1.000156,idle
10177,0.095465,-0.104859,0.996435,idle
10195,0.094428,-0.110776,0.980636,idle
10212,0.086437,-0.111264,0.984235,idle
10228,0.083143,-0.112423,0.99064,idle
10246,0.087779,-0.114192,0.989908,idle
10263,0.09272,-0.114131,0.987956,idle
10281,0.09516,-0.11468,0.984052,idle
10299,0.088816,-0.110288,0.985516,idle
10316,0.088511,-0.110044,0.992592,idle
10334,0.091256,-0.109312,0.995093,idle
10352,0.093696,-0.110593,0.989176,idle
10370,0.087657,-0.111996,0.988688,idle
10387,0.085156,-0.114131,0.989237,idle
10403,0.084119,-0.111691,0.979721,idle
10421,0.083448,-0.110288,0.988444,idle
10438,0.089365,-0.110837,0.986492,idle
10456,0.09028,-0.112423,0.993019,idle
10474,0.088755,-0.115229,0.989603,idle
