t_ms,ax_g,ay_g,az_g,label
9629,0.207705,0.162748,1.572336,UPDOWN
9646,0.208193,0.140788,1.361581,UPDOWN
9664,0.199775,0.126209,1.180716,UPDOWN
9682,0.177876,0.127612,1.062376,UPDOWN
9700,0.142191,0.131333,0.916891,UPDOWN
9717,0.121268,0.10004,0.703147,UPDOWN
9733,0.122305,0.065941,0.508191,UPDOWN
9751,0.121329,0.021472,0.332328,UPDOWN
9768,0.122976,-0.017324,0.195688,UPDOWN
9786,0.107055,-0.055693,0.091012,UPDOWN
9804,0.098027,-0.085644,0.021777,UPDOWN
9822,0.102053,-0.09394,0.032269,UPDOWN
9839,0.088267,-0.081496,0.077592,UPDOWN
9857,0.063196,-0.065819,0.146827,UPDOWN
9873,0.046421,-0.031903,0.278221,UPDOWN
9891,0.030439,0.025803,0.527467,UPDOWN
9908,0.096563,0.029463,0.730536,UPDOWN
9926,0.207583,0.050996,0.882792,UPDOWN
9944,0.298168,0.057645,1.125755,UPDOWN
9961,0.325496,0.128588,1.388848,UPDOWN
9979,0.266204,0.146217,1.545069,UPDOWN
9997,0.201849,0.158051,1.670668,UPDOWN
10014,0.140239,0.193309,1.822375,UPDOWN
10030,0.147132,0.240157,1.934981,UPDOWN
10048,0.127856,0.284992,1.998604,UPDOWN
10066,0.047519,0.308416,1.998604,UPDOWN
10084,0.056364,0.243268,1.923452,UPDOWN
10101,0.097112,0.174277,1.637911,UPDOWN
10119,0.164456,0.144448,1.466135,UPDOWN
10137,0.223199,0.129808,1.341756,UPDOWN
10153,0.236924,0.11956,1.133136,UPDOWN
10170,0.215391,0.110349,0.93452,UPDOWN
10188,0.193065,0.102297,0.792024,UPDOWN
10206,0.164395,0.090463,0.627812,UPDOWN
10224,0.151768,0.058072,0.479643,UPDOWN
10242,0.130357,0.028792,0.353068,UPDOWN
10259,0.120292,-0.014884,0.213744,UPDOWN
10275,0.126087,-0.050508,0.097356,UPDOWN
10293,0.146156,-0.085705,0.0183,UPDOWN
10311,0.168055,-0.110532,-0.036051,UPDOWN
10329,0.164212,-0.127795,-0.05002,UPDOWN
10345,0.132248,-0.113277,0.014884,UPDOWN
10363,0.100223,-0.086376,0.149816,UPDOWN
10381,0.067588,-0.039284,0.342576,UPDOWN
10398,0.098088,0.005307,0.576389,UPDOWN
10416,0.169641,0.11102,0.949099,UPDOWN
10434,0.230153,0.214415,1.528904,UPDOWN
10450,0.249917,0.291153,1.986892,UPDOWN
10467,0.246257,0.256688,1.998604,UPDOWN
10485,0.238144,0.202459,1.998604,UPDOWN
